Indicator Code: CG0730
"Indicator Name: Prostate cancer"
Export date: 11/14/2025 1:58:18 AM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C61"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,ITA,Italy,1984,Male,Age50_54,[50-54],48.00000000,0.36880522,,2.77040286,
EU,Europe,ITA,Italy,1984,Male,Age55_59,[55-59],127.00000000,0.61554866,,7.74437466,
EU,Europe,ITA,Italy,1984,Male,Age60_64,[60-64],304.00000000,1.06948109,,21.33033960,
EU,Europe,ITA,Italy,1984,Male,Age65_69,[65-69],486.00000000,1.77638072,,54.68046805,
EU,Europe,ITA,Italy,1984,Male,Age70_74,[70-74],1121.00000000,2.37032965,,114.07347105,
EU,Europe,ITA,Italy,1984,Male,Age75_79,[75-79],1291.00000000,2.68840716,,210.46625367,
EU,Europe,ITA,Italy,1984,Male,Age80_84,[80-84],1061.00000000,2.82737302,,349.70336190,
EU,Europe,ITA,Italy,1984,Male,Age85_over,[85+],620.00000000,1.96987990,,424.36687201,
EU,Europe,ITA,Italy,1984,Male,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,ITA,Italy,1985,All,Age_all,[All],5305.00000000,0.96906305,5.63473195,9.28397049,
EU,Europe,ITA,Italy,1985,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,All,Age10_14,[10-14],1.00000000,0.09746589,,0.02278787,
EU,Europe,ITA,Italy,1985,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,All,Age35_39,[35-39],1.00000000,0.02245173,,0.02498002,
EU,Europe,ITA,Italy,1985,All,Age40_44,[40-44],4.00000000,0.06377551,,0.11485342,
EU,Europe,ITA,Italy,1985,All,Age45_49,[45-49],9.00000000,0.08242513,,0.24218288,
EU,Europe,ITA,Italy,1985,All,Age50_54,[50-54],48.00000000,0.26317232,,1.35421075,
EU,Europe,ITA,Italy,1985,All,Age55_59,[55-59],140.00000000,0.46760187,,4.04940271,
EU,Europe,ITA,Italy,1985,All,Age60_64,[60-64],322.00000000,0.73650503,,9.95024876,
EU,Europe,ITA,Italy,1985,All,Age65_69,[65-69],468.00000000,1.10847939,,23.56139556,
EU,Europe,ITA,Italy,1985,All,Age70_74,[70-74],1107.00000000,1.37404580,,47.81237853,
EU,Europe,ITA,Italy,1985,All,Age75_79,[75-79],1456.00000000,1.50205294,,89.42390370,
EU,Europe,ITA,Italy,1985,All,Age80_84,[80-84],1064.00000000,1.16980925,,116.79473106,
EU,Europe,ITA,Italy,1985,All,Age85_over,[85+],685.00000000,0.66426819,,129.24528302,
EU,Europe,ITA,Italy,1985,All,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,ITA,Italy,1985,Male,Age_all,[All],5305.00000000,1.84972751,14.78829271,19.10596337,
EU,Europe,ITA,Italy,1985,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,Male,Age10_14,[10-14],1.00000000,0.15723270,,0.04448399,
EU,Europe,ITA,Italy,1985,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1985,Male,Age35_39,[35-39],1.00000000,0.03465003,,0.05012531,
EU,Europe,ITA,Italy,1985,Male,Age40_44,[40-44],4.00000000,0.09770396,,0.23195129,
EU,Europe,ITA,Italy,1985,Male,Age45_49,[45-49],9.00000000,0.12512165,,0.49306963,
EU,Europe,ITA,Italy,1985,Male,Age50_54,[50-54],48.00000000,0.38712799,,2.78567698,
EU,Europe,ITA,Italy,1985,Male,Age55_59,[55-59],140.00000000,0.67980965,,8.46842487,
EU,Europe,ITA,Italy,1985,Male,Age60_64,[60-64],322.00000000,1.11107277,,21.75234750,
EU,Europe,ITA,Italy,1985,Male,Age65_69,[65-69],468.00000000,1.77058111,,53.38809035,
EU,Europe,ITA,Italy,1985,Male,Age70_74,[70-74],1107.00000000,2.34097445,,112.79804361,
EU,Europe,ITA,Italy,1985,Male,Age75_79,[75-79],1456.00000000,2.88236924,,228.17740166,
EU,Europe,ITA,Italy,1985,Male,Age80_84,[80-84],1064.00000000,2.70993047,,336.92210260,
EU,Europe,ITA,Italy,1985,Male,Age85_over,[85+],685.00000000,2.02351412,,445.38361508,
EU,Europe,ITA,Italy,1985,Male,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,ITA,Italy,1986,All,Age_all,[All],5560.00000000,1.02114092,5.77129481,9.71240113,
EU,Europe,ITA,Italy,1986,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,All,Age15_19,[15-19],2.00000000,0.08658009,,0.04297933,
EU,Europe,ITA,Italy,1986,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,All,Age40_44,[40-44],4.00000000,0.06340149,,0.11506156,
EU,Europe,ITA,Italy,1986,All,Age45_49,[45-49],17.00000000,0.15474240,,0.45410834,
EU,Europe,ITA,Italy,1986,All,Age50_54,[50-54],41.00000000,0.23537517,,1.16789153,
EU,Europe,ITA,Italy,1986,All,Age55_59,[55-59],133.00000000,0.45641730,,3.82052166,
EU,Europe,ITA,Italy,1986,All,Age60_64,[60-64],384.00000000,0.89204823,,11.83687309,
EU,Europe,ITA,Italy,1986,All,Age65_69,[65-69],501.00000000,1.16525177,,23.54433949,
EU,Europe,ITA,Italy,1986,All,Age70_74,[70-74],1080.00000000,1.40090540,,47.91056694,
EU,Europe,ITA,Italy,1986,All,Age75_79,[75-79],1470.00000000,1.52638465,,87.40635034,
EU,Europe,ITA,Italy,1986,All,Age80_84,[80-84],1179.00000000,1.27357573,,124.78831499,
EU,Europe,ITA,Italy,1986,All,Age85_over,[85+],749.00000000,0.71242414,,134.08521303,
EU,Europe,ITA,Italy,1986,All,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,ITA,Italy,1986,Male,Age_all,[All],5560.00000000,1.95232945,15.16290666,19.99101124,
EU,Europe,ITA,Italy,1986,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,Male,Age15_19,[15-19],2.00000000,0.11621150,,0.08428505,
EU,Europe,ITA,Italy,1986,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1986,Male,Age40_44,[40-44],4.00000000,0.09718173,,0.23208587,
EU,Europe,ITA,Italy,1986,Male,Age45_49,[45-49],17.00000000,0.23977433,,0.92381263,
EU,Europe,ITA,Italy,1986,Male,Age50_54,[50-54],41.00000000,0.34985920,,2.40201535,
EU,Europe,ITA,Italy,1986,Male,Age55_59,[55-59],133.00000000,0.66566567,,7.98079808,
EU,Europe,ITA,Italy,1986,Male,Age60_64,[60-64],384.00000000,1.32963989,,25.73899055,
EU,Europe,ITA,Italy,1986,Male,Age65_69,[65-69],501.00000000,1.84503204,,53.42290467,
EU,Europe,ITA,Italy,1986,Male,Age70_74,[70-74],1080.00000000,2.38779571,,113.42155009,
EU,Europe,ITA,Italy,1986,Male,Age75_79,[75-79],1470.00000000,2.92630489,,222.86234081,
EU,Europe,ITA,Italy,1986,Male,Age80_84,[80-84],1179.00000000,2.91528609,,359.01339829,
EU,Europe,ITA,Italy,1986,Male,Age85_over,[85+],749.00000000,2.17120329,,462.63125386,
EU,Europe,ITA,Italy,1986,Male,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,ITA,Italy,1987,All,Age_all,[All],5776.00000000,1.08414309,5.88022280,10.07240412,
EU,Europe,ITA,Italy,1987,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1987,All,Age01_04,[1-4],1.00000000,0.12019231,,0.04227257,
EU,Europe,ITA,Italy,1987,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1987,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1987,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1987,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1987,All,Age25_29,[25-29],1.00000000,0.03370408,,0.02309096,
EU,Europe,ITA,Italy,1987,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1987,All,Age35_39,[35-39],1.00000000,0.02372479,,0.02538200,
EU,Europe,ITA,Italy,1987,All,Age40_44,[40-44],4.00000000,0.06386716,,0.11102476,
EU,Europe,ITA,Italy,1987,All,Age45_49,[45-49],15.00000000,0.14281634,,0.40243608,
EU,Europe,ITA,Italy,1987,All,Age50_54,[50-54],50.00000000,0.29489826,,1.42604529,
EU,Europe,ITA,Italy,1987,All,Age55_59,[55-59],132.00000000,0.47171497,,3.79998273,
EU,Europe,ITA,Italy,1987,All,Age60_64,[60-64],385.00000000,0.91531549,,11.80836707,
EU,Europe,ITA,Italy,1987,All,Age65_69,[65-69],589.00000000,1.28934810,,24.94599975,
EU,Europe,ITA,Italy,1987,All,Age70_74,[70-74],1067.00000000,1.54543611,,50.70087907,
EU,Europe,ITA,Italy,1987,All,Age75_79,[75-79],1574.00000000,1.65268430,,90.53261245,
EU,Europe,ITA,Italy,1987,All,Age80_84,[80-84],1155.00000000,1.27276935,,117.82107518,
EU,Europe,ITA,Italy,1987,All,Age85_over,[85+],802.00000000,0.76364952,,135.67924209,
EU,Europe,ITA,Italy,1987,All,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,ITA,Italy,1987,Male,Age_all,[All],5776.00000000,2.06936085,15.40004026,20.73111642,
EU,Europe,ITA,Italy,1987,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1987,Male,Age01_04,[1-4],1.00000000,0.21978022,,0.08231808,
EU,Europe,ITA,Italy,1987,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1987,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1987,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1987,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1987,Male,Age25_29,[25-29],1.00000000,0.04551661,,0.04568922,
EU,Europe,ITA,Italy,1987,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1987,Male,Age35_39,[35-39],1.00000000,0.03694126,,0.05091131,
EU,Europe,ITA,Italy,1987,Male,Age40_44,[40-44],4.00000000,0.09962640,,0.22362610,
EU,Europe,ITA,Italy,1987,Male,Age45_49,[45-49],15.00000000,0.21958718,,0.81792900,
EU,Europe,ITA,Italy,1987,Male,Age50_54,[50-54],50.00000000,0.43733053,,2.93100416,
EU,Europe,ITA,Italy,1987,Male,Age55_59,[55-59],132.00000000,0.68965517,,7.93507665,
EU,Europe,ITA,Italy,1987,Male,Age60_64,[60-64],385.00000000,1.36196406,,25.50175532,
EU,Europe,ITA,Italy,1987,Male,Age65_69,[65-69],589.00000000,2.03559703,,56.76014262,
EU,Europe,ITA,Italy,1987,Male,Age70_74,[70-74],1067.00000000,2.63815057,,120.37454874,
EU,Europe,ITA,Italy,1987,Male,Age75_79,[75-79],1574.00000000,3.13745814,,230.65650645,
EU,Europe,ITA,Italy,1987,Male,Age80_84,[80-84],1155.00000000,2.90303122,,338.21376281,
EU,Europe,ITA,Italy,1987,Male,Age85_over,[85+],802.00000000,2.31651310,,468.73173583,
EU,Europe,ITA,Italy,1987,Male,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,ITA,Italy,1988,All,Age_all,[All],5771.00000000,1.06984090,5.75014149,10.04492454,
EU,Europe,ITA,Italy,1988,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,All,Age20_24,[20-24],2.00000000,0.05991612,,0.04115226,
EU,Europe,ITA,Italy,1988,All,Age25_29,[25-29],1.00000000,0.03064664,,0.02245324,
EU,Europe,ITA,Italy,1988,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,All,Age40_44,[40-44],2.00000000,0.03242017,,0.05350312,
EU,Europe,ITA,Italy,1988,All,Age45_49,[45-49],12.00000000,0.11722184,,0.32693984,
EU,Europe,ITA,Italy,1988,All,Age50_54,[50-54],50.00000000,0.31044331,,1.41195075,
EU,Europe,ITA,Italy,1988,All,Age55_59,[55-59],143.00000000,0.53108520,,4.12924836,
EU,Europe,ITA,Italy,1988,All,Age60_64,[60-64],366.00000000,0.88192771,,11.18103501,
EU,Europe,ITA,Italy,1988,All,Age65_69,[65-69],615.00000000,1.21191818,,23.24087371,
EU,Europe,ITA,Italy,1988,All,Age70_74,[70-74],970.00000000,1.57237802,,50.91328994,
EU,Europe,ITA,Italy,1988,All,Age75_79,[75-79],1525.00000000,1.58083510,,84.91091314,
EU,Europe,ITA,Italy,1988,All,Age80_84,[80-84],1263.00000000,1.33471419,,122.91970803,
EU,Europe,ITA,Italy,1988,All,Age85_over,[85+],822.00000000,0.73763651,,131.49896017,
EU,Europe,ITA,Italy,1988,All,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,ITA,Italy,1988,Male,Age_all,[All],5771.00000000,2.05264824,15.07303964,20.67391741,
EU,Europe,ITA,Italy,1988,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,Male,Age20_24,[20-24],2.00000000,0.07821666,,0.08103399,
EU,Europe,ITA,Italy,1988,Male,Age25_29,[25-29],1.00000000,0.04132231,,0.04438132,
EU,Europe,ITA,Italy,1988,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1988,Male,Age40_44,[40-44],2.00000000,0.05082592,,0.10763104,
EU,Europe,ITA,Italy,1988,Male,Age45_49,[45-49],12.00000000,0.17875763,,0.66404737,
EU,Europe,ITA,Italy,1988,Male,Age50_54,[50-54],50.00000000,0.47152018,,2.89989560,
EU,Europe,ITA,Italy,1988,Male,Age55_59,[55-59],143.00000000,0.77675177,,8.61965039,
EU,Europe,ITA,Italy,1988,Male,Age60_64,[60-64],366.00000000,1.31140492,,24.01102145,
EU,Europe,ITA,Italy,1988,Male,Age65_69,[65-69],615.00000000,1.91690303,,52.87593500,
EU,Europe,ITA,Italy,1988,Male,Age70_74,[70-74],970.00000000,2.67844816,,121.26515814,
EU,Europe,ITA,Italy,1988,Male,Age75_79,[75-79],1525.00000000,2.99760192,,216.03626576,
EU,Europe,ITA,Italy,1988,Male,Age80_84,[80-84],1263.00000000,3.00528244,,351.61469933,
EU,Europe,ITA,Italy,1988,Male,Age85_over,[85+],822.00000000,2.24786699,,455.14950166,
EU,Europe,ITA,Italy,1988,Male,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,ITA,Italy,1989,All,Age_all,[All],5707.00000000,1.07304086,5.55472806,9.91821427,
EU,Europe,ITA,Italy,1989,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,All,Age25_29,[25-29],1.00000000,0.02717391,,0.02176515,
EU,Europe,ITA,Italy,1989,All,Age30_34,[30-34],2.00000000,0.05602241,,0.04936687,
EU,Europe,ITA,Italy,1989,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,All,Age40_44,[40-44],1.00000000,0.01640151,,0.02585917,
EU,Europe,ITA,Italy,1989,All,Age45_49,[45-49],16.00000000,0.16380016,,0.44748986,
EU,Europe,ITA,Italy,1989,All,Age50_54,[50-54],35.00000000,0.22144891,,0.97257343,
EU,Europe,ITA,Italy,1989,All,Age55_59,[55-59],146.00000000,0.56617676,,4.21563249,
EU,Europe,ITA,Italy,1989,All,Age60_64,[60-64],353.00000000,0.88791629,,10.76810445,
EU,Europe,ITA,Italy,1989,All,Age65_69,[65-69],656.00000000,1.19032498,,22.65428049,
EU,Europe,ITA,Italy,1989,All,Age70_74,[70-74],851.00000000,1.57630541,,48.60635138,
EU,Europe,ITA,Italy,1989,All,Age75_79,[75-79],1526.00000000,1.62541008,,83.03858084,
EU,Europe,ITA,Italy,1989,All,Age80_84,[80-84],1305.00000000,1.36811096,,120.71038757,
EU,Europe,ITA,Italy,1989,All,Age85_over,[85+],815.00000000,0.72386535,,123.67223065,
EU,Europe,ITA,Italy,1989,All,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,ITA,Italy,1989,Male,Age_all,[All],5707.00000000,2.05585795,14.53433513,20.41590201,
EU,Europe,ITA,Italy,1989,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,Male,Age25_29,[25-29],1.00000000,0.03529827,,0.04300520,
EU,Europe,ITA,Italy,1989,Male,Age30_34,[30-34],2.00000000,0.07779074,,0.09838162,
EU,Europe,ITA,Italy,1989,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1989,Male,Age40_44,[40-44],1.00000000,0.02550370,,0.05198856,
EU,Europe,ITA,Italy,1989,Male,Age45_49,[45-49],16.00000000,0.25344527,,0.90800749,
EU,Europe,ITA,Italy,1989,Male,Age50_54,[50-54],35.00000000,0.33699210,,1.99623567,
EU,Europe,ITA,Italy,1989,Male,Age55_59,[55-59],146.00000000,0.82945120,,8.79571059,
EU,Europe,ITA,Italy,1989,Male,Age60_64,[60-64],353.00000000,1.30813415,,23.05230850,
EU,Europe,ITA,Italy,1989,Male,Age65_69,[65-69],656.00000000,1.88062611,,51.38247043,
EU,Europe,ITA,Italy,1989,Male,Age70_74,[70-74],851.00000000,2.69133460,,116.03490592,
EU,Europe,ITA,Italy,1989,Male,Age75_79,[75-79],1526.00000000,3.06038546,,211.32807090,
EU,Europe,ITA,Italy,1989,Male,Age80_84,[80-84],1305.00000000,3.06921612,,343.51145038,
EU,Europe,ITA,Italy,1989,Male,Age85_over,[85+],815.00000000,2.18756710,,428.27115081,
EU,Europe,ITA,Italy,1989,Male,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,ITA,Italy,1990,All,Age_all,[All],6152.00000000,1.13148970,5.82046501,10.66920101,
EU,Europe,ITA,Italy,1990,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,All,Age15_19,[15-19],1.00000000,0.04095004,,0.02267111,
EU,Europe,ITA,Italy,1990,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,All,Age40_44,[40-44],2.00000000,0.03076450,,0.05010648,
EU,Europe,ITA,Italy,1990,All,Age45_49,[45-49],19.00000000,0.21047967,,0.54978443,
EU,Europe,ITA,Italy,1990,All,Age50_54,[50-54],47.00000000,0.30626873,,1.28418809,
EU,Europe,ITA,Italy,1990,All,Age55_59,[55-59],158.00000000,0.63250600,,4.58143648,
EU,Europe,ITA,Italy,1990,All,Age60_64,[60-64],333.00000000,0.85494223,,10.07503328,
EU,Europe,ITA,Italy,1990,All,Age65_69,[65-69],698.00000000,1.24897112,,23.22949947,
EU,Europe,ITA,Italy,1990,All,Age70_74,[70-74],867.00000000,1.64879051,,49.52304792,
EU,Europe,ITA,Italy,1990,All,Age75_79,[75-79],1628.00000000,1.71686493,,87.48455049,
EU,Europe,ITA,Italy,1990,All,Age80_84,[80-84],1412.00000000,1.41046260,,124.46011459,
EU,Europe,ITA,Italy,1990,All,Age85_over,[85+],987.00000000,0.81666763,,141.93270060,
EU,Europe,ITA,Italy,1990,All,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,ITA,Italy,1990,Male,Age_all,[All],6152.00000000,2.18142104,15.27624883,21.95535412,
EU,Europe,ITA,Italy,1990,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,Male,Age15_19,[15-19],1.00000000,0.05333333,,0.04427914,
EU,Europe,ITA,Italy,1990,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1990,Male,Age40_44,[40-44],2.00000000,0.04746084,,0.10065932,
EU,Europe,ITA,Italy,1990,Male,Age45_49,[45-49],19.00000000,0.32340426,,1.11378158,
EU,Europe,ITA,Italy,1990,Male,Age50_54,[50-54],47.00000000,0.46237088,,2.63290572,
EU,Europe,ITA,Italy,1990,Male,Age55_59,[55-59],158.00000000,0.93662932,,9.55144481,
EU,Europe,ITA,Italy,1990,Male,Age60_64,[60-64],333.00000000,1.26823323,,21.51718790,
EU,Europe,ITA,Italy,1990,Male,Age65_69,[65-69],698.00000000,1.95562031,,52.45753795,
EU,Europe,ITA,Italy,1990,Male,Age70_74,[70-74],867.00000000,2.79326009,,118.08771452,
EU,Europe,ITA,Italy,1990,Male,Age75_79,[75-79],1628.00000000,3.23922084,,223.01369863,
EU,Europe,ITA,Italy,1990,Male,Age80_84,[80-84],1412.00000000,3.15439090,,352.55930087,
EU,Europe,ITA,Italy,1990,Male,Age85_over,[85+],987.00000000,2.48896734,,489.34060486,
EU,Europe,ITA,Italy,1990,Male,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,ITA,Italy,1991,All,Age_all,[All],6178.00000000,1.11549872,5.67336859,10.79094595,
EU,Europe,ITA,Italy,1991,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1991,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1991,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1991,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1991,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1991,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1991,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
EU,Europe,ITA,Italy,1991,All,Age30_34,[30-34],1.00000000,0.02249213,,0.02402922,
