Indicator Code: CG0730
"Indicator Name: Prostate cancer"
Export date: 11/14/2025 1:58:18 AM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C61"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,GRC,Greece,2013,All,Age50_54,[50-54],4.00000000,0.15467904,,0.53672904,
EU,Europe,GRC,Greece,2013,All,Age55_59,[55-59],12.00000000,0.31405391,,1.73528012,
EU,Europe,GRC,Greece,2013,All,Age60_64,[60-64],38.00000000,0.74965476,,5.97896976,
EU,Europe,GRC,Greece,2013,All,Age65_69,[65-69],76.00000000,1.07057332,,12.94075179,
EU,Europe,GRC,Greece,2013,All,Age70_74,[70-74],150.00000000,1.64744646,,29.96577908,
EU,Europe,GRC,Greece,2013,All,Age75_79,[75-79],302.00000000,1.87193950,,61.18500360,
EU,Europe,GRC,Greece,2013,All,Age80_84,[80-84],427.00000000,1.83269668,,116.19047619,
EU,Europe,GRC,Greece,2013,All,Age85_over,[85+],577.00000000,1.45751238,,210.38737530,
EU,Europe,GRC,Greece,2013,All,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,GRC,Greece,2013,Male,Age_all,[All],1586.00000000,2.75203887,11.03000562,29.70176506,
EU,Europe,GRC,Greece,2013,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2013,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2013,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2013,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2013,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2013,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2013,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2013,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2013,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2013,Male,Age40_44,[40-44],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2013,Male,Age45_49,[45-49],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2013,Male,Age50_54,[50-54],4.00000000,0.23014960,,1.11963589,
EU,Europe,GRC,Greece,2013,Male,Age55_59,[55-59],12.00000000,0.45889101,,3.61068401,
EU,Europe,GRC,Greece,2013,Male,Age60_64,[60-64],38.00000000,1.07193230,,12.45717845,
EU,Europe,GRC,Greece,2013,Male,Age65_69,[65-69],76.00000000,1.59295745,,27.41663180,
EU,Europe,GRC,Greece,2013,Male,Age70_74,[70-74],150.00000000,2.64038021,,65.22448092,
EU,Europe,GRC,Greece,2013,Male,Age75_79,[75-79],302.00000000,3.34514843,,140.25180307,
EU,Europe,GRC,Greece,2013,Male,Age80_84,[80-84],427.00000000,3.79488091,,274.42688484,
EU,Europe,GRC,Greece,2013,Male,Age85_over,[85+],577.00000000,3.71658615,,550.93525317,
EU,Europe,GRC,Greece,2013,Male,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,GRC,Greece,2014,All,Age_all,[All],1698.00000000,1.49287849,4.99399042,15.58889531,
EU,Europe,GRC,Greece,2014,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,All,Age40_44,[40-44],1.00000000,0.10162602,,0.12133949,
EU,Europe,GRC,Greece,2014,All,Age45_49,[45-49],4.00000000,0.23255814,,0.49337034,
EU,Europe,GRC,Greece,2014,All,Age50_54,[50-54],6.00000000,0.23337223,,0.80905276,
EU,Europe,GRC,Greece,2014,All,Age55_59,[55-59],18.00000000,0.47619048,,2.56250009,
EU,Europe,GRC,Greece,2014,All,Age60_64,[60-64],45.00000000,0.87839157,,7.07955691,
EU,Europe,GRC,Greece,2014,All,Age65_69,[65-69],109.00000000,1.51304831,,18.08507285,
EU,Europe,GRC,Greece,2014,All,Age70_74,[70-74],142.00000000,1.62415647,,29.01796662,
EU,Europe,GRC,Greece,2014,All,Age75_79,[75-79],322.00000000,2.06728300,,65.24042718,
EU,Europe,GRC,Greece,2014,All,Age80_84,[80-84],404.00000000,1.75271150,,107.85988894,
EU,Europe,GRC,Greece,2014,All,Age85_over,[85+],647.00000000,1.51508055,,220.32057154,
EU,Europe,GRC,Greece,2014,All,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,GRC,Greece,2014,Male,Age_all,[All],1698.00000000,2.90028354,11.65823451,32.09346342,
EU,Europe,GRC,Greece,2014,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
EU,Europe,GRC,Greece,2014,Male,Age40_44,[40-44],1.00000000,0.15267176,,0.24555123,
EU,Europe,GRC,Greece,2014,Male,Age45_49,[45-49],4.00000000,0.34843206,,1.01436596,
EU,Europe,GRC,Greece,2014,Male,Age50_54,[50-54],6.00000000,0.34462952,,1.69480035,
EU,Europe,GRC,Greece,2014,Male,Age55_59,[55-59],18.00000000,0.67975831,,5.36280892,
EU,Europe,GRC,Greece,2014,Male,Age60_64,[60-64],45.00000000,1.27478754,,14.77754864,
EU,Europe,GRC,Greece,2014,Male,Age65_69,[65-69],109.00000000,2.20291027,,38.43387258,
EU,Europe,GRC,Greece,2014,Male,Age70_74,[70-74],142.00000000,2.54115963,,62.84159051,
EU,Europe,GRC,Greece,2014,Male,Age75_79,[75-79],322.00000000,3.66117112,,149.72496176,
EU,Europe,GRC,Greece,2014,Male,Age80_84,[80-84],404.00000000,3.57427232,,255.04406454,
EU,Europe,GRC,Greece,2014,Male,Age85_over,[85+],647.00000000,3.89055923,,568.79120879,
EU,Europe,GRC,Greece,2014,Male,Age_unknown,[Unknown],0.00000000,,,,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age_all,[All],11.00000000,1.40485313,15.46379177,11.00594321,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age40_44,[40-44],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age45_49,[45-49],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age50_54,[50-54],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age55_59,[55-59],1.00000000,2.38095238,,29.07822041,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age60_64,[60-64],1.00000000,1.58730159,,50.05005005,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age65_69,[65-69],1.00000000,1.47058824,,49.30966469,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age70_74,[70-74],3.00000000,3.15789474,,168.63406408,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age75_79,[75-79],1.00000000,1.13636364,,73.09941521,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age80_84,[80-84],1.00000000,1.03092784,,139.08205841,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age85_over,[85+],3.00000000,2.38095238,,748.12967581,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age_unknown,[Unknown],0.00000000,0.00000000,,,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age_all,[All],11.00000000,2.76381910,42.05659891,22.58912436,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age40_44,[40-44],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age45_49,[45-49],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age50_54,[50-54],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age55_59,[55-59],1.00000000,5.00000000,,66.05019815,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age60_64,[60-64],1.00000000,2.94117647,,117.37089202,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age65_69,[65-69],1.00000000,2.50000000,,115.34025375,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age70_74,[70-74],3.00000000,6.12244898,,397.87798408,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age75_79,[75-79],1.00000000,2.22222222,,178.57142857,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age80_84,[80-84],1.00000000,2.27272727,,409.83606557,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age85_over,[85+],3.00000000,7.89473684,,2542.37288140,
NAC,North America and the Caribbean,GRD,Grenada,1985,Male,Age_unknown,[Unknown],0.00000000,0.00000000,,,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age40_44,[40-44],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age45_49,[45-49],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age50_54,[50-54],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age55_59,[55-59],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age60_64,[60-64],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age65_69,[65-69],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age70_74,[70-74],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age75_79,[75-79],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age80_84,[80-84],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age85_over,[85+],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,All,Age_unknown,[Unknown],0.00000000,0.00000000,,,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age40_44,[40-44],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age45_49,[45-49],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age50_54,[50-54],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age55_59,[55-59],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age60_64,[60-64],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age65_69,[65-69],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age70_74,[70-74],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age75_79,[75-79],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age80_84,[80-84],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age85_over,[85+],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1988,Male,Age_unknown,[Unknown],0.00000000,0.00000000,,,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age_all,[All],4.00000000,0.53547523,4.44926105,4.12694482,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age40_44,[40-44],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age45_49,[45-49],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age50_54,[50-54],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age55_59,[55-59],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age60_64,[60-64],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age65_69,[65-69],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age70_74,[70-74],2.00000000,2.63157895,,89.76660682,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age75_79,[75-79],2.00000000,0.60422961,,162.73393002,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age80_84,[80-84],0.00000000,,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age85_over,[85+],0.00000000,,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age_unknown,[Unknown],0.00000000,0.00000000,,,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age_all,[All],4.00000000,1.06100796,11.02177517,8.38609585,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age10_14,[10-14],0.00000000,,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age40_44,[40-44],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age45_49,[45-49],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age50_54,[50-54],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age55_59,[55-59],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age60_64,[60-64],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age65_69,[65-69],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age70_74,[70-74],2.00000000,4.16666667,,228.83295195,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age75_79,[75-79],2.00000000,1.57480315,,393.70078740,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age80_84,[80-84],0.00000000,,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age85_over,[85+],0.00000000,,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1989,Male,Age_unknown,[Unknown],0.00000000,0.00000000,,,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age_all,[All],14.00000000,1.79717587,18.39067723,14.97326203,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age40_44,[40-44],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age45_49,[45-49],1.00000000,7.14285714,,32.25806452,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age50_54,[50-54],1.00000000,2.56410256,,30.30303030,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age55_59,[55-59],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age60_64,[60-64],2.00000000,2.94117647,,83.33333333,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age65_69,[65-69],1.00000000,1.63934426,,43.47826087,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age70_74,[70-74],1.00000000,1.17647059,,50.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age75_79,[75-79],8.00000000,2.63157895,,615.38461538,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age80_84,[80-84],0.00000000,,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age85_over,[85+],0.00000000,,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age_unknown,[Unknown],0.00000000,0.00000000,,,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age_all,[All],14.00000000,3.73333333,43.75701010,29.22755741,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age40_44,[40-44],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age45_49,[45-49],1.00000000,16.66666667,,66.66666667,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age50_54,[50-54],1.00000000,5.00000000,,66.66666667,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age55_59,[55-59],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age60_64,[60-64],2.00000000,5.88235294,,181.81818182,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age65_69,[65-69],1.00000000,3.44827586,,90.90909091,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age70_74,[70-74],1.00000000,2.50000000,,111.11111111,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age75_79,[75-79],8.00000000,6.10687023,,1600.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age80_84,[80-84],0.00000000,,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age85_over,[85+],0.00000000,,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1990,Male,Age_unknown,[Unknown],0.00000000,0.00000000,,,
NAC,North America and the Caribbean,GRD,Grenada,1991,All,Age_all,[All],12.00000000,1.71673820,14.09711294,12.65822785,
NAC,North America and the Caribbean,GRD,Grenada,1991,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1991,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,GRD,Grenada,1991,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
